127.0.0.1 - - [08/Jun/2012:18:55:51 -0400] "GET / HTTP/1.1" 200 23525
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/main_style.css HTTP/1.1" 200 47223
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/superfish.css HTTP/1.1" 200 4082
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/buttons/btn.css HTTP/1.1" 200 14936
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/framework/bootstrap.min.css HTTP/1.1" 200 47239
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/framework/reset.css HTTP/1.1" 200 982
127.0.0.1 - - [08/Jun/2012:18:55:54 -0400] "GET /assets/css/framework/normalize.css HTTP/1.1" 200 8242
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/jquery.cycle.all.js HTTP/1.1" 200 51308
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/twitter.js HTTP/1.1" 200 12732
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/jquery.easing.1.3.js HTTP/1.1" 200 8101
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/jquery-1.7.1.min.js HTTP/1.1" 200 93870
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/hoverIntent.js HTTP/1.1" 200 3174
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/supersubs.js HTTP/1.1" 200 3298
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/script.js HTTP/1.1" 200 5828
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/global.js HTTP/1.1" 200 2482
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/js/superfish.js HTTP/1.1" 200 3714
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/favicon.ico HTTP/1.1" 404 223
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/favicon.ico HTTP/1.1" 404 223
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/favicon.ico HTTP/1.1" 404 223
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/logo.png HTTP/1.1" 200 7534
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/slider/slider-img-3.jpg HTTP/1.1" 200 81361
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/bg-patterns-1.png HTTP/1.1" 200 415
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/icon-phone.png HTTP/1.1" 200 1299
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/slider/slider-img-2.jpg HTTP/1.1" 200 113092
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/icon-mail.png HTTP/1.1" 200 1285
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/top-bar-shadow.png HTTP/1.1" 200 1007
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/slider/slider-img-1.jpg HTTP/1.1" 200 102628
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/footer-shadow.png HTTP/1.1" 200 128
127.0.0.1 - - [08/Jun/2012:18:55:56 -0400] "GET /assets/images/slider-nav-arrow.png HTTP/1.1" 200 1172
127.0.0.1 - - [08/Jun/2012:18:55:55 -0400] "GET /assets/images/slider/slider-img-4.jpg HTTP/1.1" 200 93193
127.0.0.1 - - [08/Jun/2012:18:56:16 -0400] "GET /login HTTP/1.1" 404 203
127.0.0.1 - - [08/Jun/2012:18:56:28 -0400] "GET /register_agents HTTP/1.1" 404 213
127.0.0.1 - - [08/Jun/2012:18:56:47 -0400] "GET /index.php HTTP/1.1" 200 23525
127.0.0.1 - - [08/Jun/2012:18:56:53 -0400] "GET /index.php/login HTTP/1.1" 200 23225
127.0.0.1 - - [08/Jun/2012:18:57:31 -0400] "GET /login HTTP/1.1" 200 23225
127.0.0.1 - - [08/Jun/2012:18:57:53 -0400] "POST /front/process_login HTTP/1.1" 302 -
127.0.0.1 - - [08/Jun/2012:18:57:54 -0400] "GET /login HTTP/1.1" 200 23672
127.0.0.1 - - [08/Jun/2012:18:57:54 -0400] "GET /assets/images/ico-delete.gif HTTP/1.1" 200 74
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "POST /front/process_login HTTP/1.1" 302 -
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /admin/cpanel HTTP/1.1" 200 25331
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/1col.css HTTP/1.1" 200 111
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/reset.css HTTP/1.1" 200 1528
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/main.css HTTP/1.1" 200 17105
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/style.css HTTP/1.1" 200 8920
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/mystyle.css HTTP/1.1" 200 6091
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/js/libs/jquerytools/jquerytools.min.js HTTP/1.1" 200 111035
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/js/libs/jqueryUI/js/jquery-ui-timepicker-addon.js HTTP/1.1" 200 50902
127.0.0.1 - - [08/Jun/2012:18:58:39 -0400] "GET /_assets/css/jquery-ui-1.8.12.custom.css HTTP/1.1" 200 34192
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/js/libs/jqueryUI/js/jquery-ui-1.8.12.custom.min.js HTTP/1.1" 200 208528
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/js/main.js HTTP/1.1" 200 2568
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/tray-logout.gif HTTP/1.1" 200 60
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/tray.gif HTTP/1.1" 200 157
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/content-h1.gif HTTP/1.1" 200 169
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/btn-02-top.gif HTTP/1.1" 200 202
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/menu-right.gif HTTP/1.1" 200 2316
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/menu-left.gif HTTP/1.1" 200 615
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/menu.gif HTTP/1.1" 200 277
127.0.0.1 - - [08/Jun/2012:18:58:41 -0400] "GET /_assets/design/btn-02-bottom.gif HTTP/1.1" 200 319
127.0.0.1 - - [08/Jun/2012:18:58:40 -0400] "GET /_assets/design/btn-02.gif HTTP/1.1" 200 1430
127.0.0.1 - - [08/Jun/2012:18:58:41 -0400] "GET /_assets/design/separator.gif HTTP/1.1" 200 43
127.0.0.1 - - [08/Jun/2012:18:58:41 -0400] "GET /_assets/img/loader.gif HTTP/1.1" 200 2892
127.0.0.1 - - [08/Jun/2012:18:58:42 -0400] "GET /admin/cpanel/manage_members HTTP/1.1" 200 26260
127.0.0.1 - - [08/Jun/2012:18:59:03 -0400] "GET /admin/manage_insurance HTTP/1.1" 200 31563
127.0.0.1 - - [08/Jun/2012:18:59:03 -0400] "GET /_assets/design/ico-warning.gif HTTP/1.1" 200 111
127.0.0.1 - - [08/Jun/2012:18:59:05 -0400] "GET /admin/manage_insurance/add_agent HTTP/1.1" 200 28409
127.0.0.1 - - [08/Jun/2012:19:00:03 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 6123
127.0.0.1 - - [08/Jun/2012:19:01:00 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 6123
127.0.0.1 - - [08/Jun/2012:19:01:17 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 6123
127.0.0.1 - - [08/Jun/2012:19:01:59 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 10484
127.0.0.1 - - [08/Jun/2012:19:02:33 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 10484
127.0.0.1 - - [08/Jun/2012:19:04:12 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 18392
127.0.0.1 - - [08/Jun/2012:19:04:12 -0400] "GET /admin/manage_insurance/3D%22http://is.bailcommerce.com/assets/images/spacer.gi= HTTP/1.1" 400 1239
127.0.0.1 - - [08/Jun/2012:19:04:12 -0400] "GET /admin/manage_insurance/3D%22http://is.bailcommerce.com/assets/images/logo.png%22 HTTP/1.1" 404 1235
127.0.0.1 - - [08/Jun/2012:19:04:12 -0400] "GET /admin/manage_insurance/3D%22http://is.bailcommerce.com/assets/images/spacer.gif%22 HTTP/1.1" 404 1235
127.0.0.1 - - [08/Jun/2012:19:05:19 -0400] "POST /admin/manage_insurance/process_agent_frm HTTP/1.1" 200 18392
